student.id,generation,educational.model,level,gender,age,max.degree.parents,father.education.complete,father.education.summary,mother.education.complete,mother.education.summary,parents.exatec,father.exatec,mother.exatec,tec.no.tec,foreign,zone.type,first.generation,school,program,region,PNA,admission.test,online.test,english.evaluation,admission.rubric,general.math.eval,retention,FTE,scholarship.perc,scholarship.type,loan.perc,total.scholarship.loan,school.cost,id.school.origin,socioeconomic.level,social.lag,average.first.period,failed.subject.first.period,dropped.subject.first.period,dropout.semester,physical.education,cultural.diffusion,student.society,total.life.activities,athletic.sports,art.culture,student.society.leadership,life.work.mentoring,wellness.activities
9677,AD17,0,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,"Attended university, but did not graduate",No degree,No,No,No,NO TEC,Yes: National,No information,No,EIC,IMT,RM,94,1355,0,5,30,40,1,"1,25",0,No scholarship,0,0,Public,School 5256,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
58907,AD14,0,High School,Male,15,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,77,1329,0,0,16,Does not apply,1,1,0,No scholarship,0,0,Public,School 2414,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
80713,AD15,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EN,LIN,RCS,90,1311,0,2,40,88,1,"1,08","0,3",Traditional,"0,3","0,600051342",Medium high cost,School 8263,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
6749,AD15,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,No information,EIC,ISD,RM,87,1444,0,6,35,92,1,"1,08",0,No scholarship,0,0,High cost,School 7367,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
37407,AD17,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No,No,No,TEC,Local,No information,No information,EN,CPF,RO,"85,3",Does not apply ,0,6,,80,1,"1,25",0,No scholarship,0,0,High cost,School 5337,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
57131,AD17,0,High School,Female,16,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,DR,84,1347,0,0,38,Does not apply,0,1,0,No scholarship,0,0,Medium cost,School 558,No information,No information,,,,4,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
33124,AD15,0,High School,Male,16,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RM,"82,5",1217,0,0,35,Does not apply,1,1,"0,8",Sports talent,0,"0,8",Public,School 49,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
105157,AD15,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,86,1233,0,0,25,Does not apply,1,"1,16",0,No scholarship,0,0,High cost,School 1211,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
91556,AD20,1,Undergraduate,Female,20,Undergraduate degree,Received undergraduate degree,Undergraduate degree,"Attended university, but did not graduate",No degree,No,No,No,TEC,Local,Urban,No,EN,NEG,RCM,"83,63",Does not apply ,0,7,36,48.08388101,1,1,0,Traditional,"0,3","0,3",High cost,School 5325,No information,No information,"88,33333333",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
62385,AD19,1,High School,Male,14,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received technical or commercial degree,No degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCS,90,1020,0,3,32,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 2805,Level 6,Low,"78,5",1,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
32341,AD14,0,Undergraduate,Male,17,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,ECSG,LEC,RM,"96,31",1478,0,6,,98.5,1,"1,08","0,5",Academic talent,"0,3","0,80000639",High cost,School 5357,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
66327,AD15,0,Undergraduate,Female,17,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,IC,RCM,"92,6",1222,0,2,25,68,1,"0,92",0,Army/Navy scholarship,0,0,Public,School 9372,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
18816,AD17,0,Undergraduate,Male,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,ECSG,LEF,RCM,"86,5",1477,0,6,28,88,1,"1,08",0,No scholarship,0,0,High cost,School 6748,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
26544,AD15,0,Undergraduate,FEMALE,17,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Yes: National,No information,No information,EN,LAF,RCM,"81,74",Does not apply ,0,5,,72,1,"1,08",0,No scholarship,0,0,High cost,School 5330,No information,No information,,,,0,0,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
34395,AD20,1,High School,FEMALE,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RM,"90,5",1100,0,5,36,Does not apply,1,1,0,No scholarship,0,0,High cost,School 2382,Level 7,Low,85,0,0,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
120151,AD19,1,Undergraduate,Male,18,Master degree,Received master degree,Master degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,Rural,No,EIC,IIT,RCS,84,1220,0,1,36,25,1,1,0,No scholarship,0,0,Not defined,School 10241,Level 6,Low,"86,5",0,0,0,Does not apply,Does not apply,Does not apply,3,1,0,1,1,0
2972,AD14,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LAF,RO,"85,93",Does not apply ,0,6,,88,1,"1,08",0,No scholarship,0,0,High cost,School 5323,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
7392,AD15,0,Undergraduate,Male,19,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: Foreigner,No information,No information,EMCS,LNB,RM,88,1363,0,0,35,20,1,"1,08",0,No scholarship,0,0,Not defined,School 9431,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
87858,AD18,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,"92,5",1263,0,0,36,Does not apply,1,1,"0,2",Traditional,0,"0,2",Medium cost,School 2049,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,0,1,1,0,0
61664,AD18,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,85,1177,0,0,28,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 111,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,1,0,0,0
114043,AD17,0,High School,Female,15,Undergraduate degree,"Attended university, but did not graduate",No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBI,RCM,86,1256,0,0,23,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 1560,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
99628,AD19,1,Undergraduate,Male,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Rural,No,EHE-EAAD,ESC,DR,89,Does not apply ,0,7,,90,1,1,"0,35",Traditional,"0,25","0,6",High cost,School 5319,No information,No information,77,0,0,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
113569,AD17,0,High School,Female,15,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RCM,"91,5",1380,0,0,29,Does not apply,1,1,"0,4",Academic talent,0,"0,4",Medium high cost,School 233,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
33171,AD19,1,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,TEC,Local,Urban,No,EIC,IBQ,RM,95,1480,0,7,,90.5,1,1,"0,5",Academic talent,0,"0,5",High cost,School 5357,Level 7,Low,"94,5",0,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
32533,AD15,0,Undergraduate,MALE,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EMCS,MC,RM,"90,07",1384,0,6,,90.5,1,"1,08","0,2",Traditional,"0,2","0,4",High cost,School 5357,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
111218,AD20,1,Undergraduate,Male,18,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Yes: National,Urban,No,EIC,IIT,RM,86,1450,0,6,23,52.5,1,"0,56",0,No scholarship,0,0,High cost,School 9302,Level 7,Low,"90,5",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
65180,AD14,0,High School,Male,15,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,"91,7",1380,0,0,10,Does not apply,1,1,0,Army/Navy scholarship,0,0,Public,School 4048,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
29448,AD18,0,High School,Male,15,Undergraduate degree,Graduated from elementary or middle school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,96,1275,0,0,40,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 2971,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
90358,AD20,1,Undergraduate,Male,18,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,No,EMCS,MC,RO,"94,45",1520,0,6,50,48.08388101,1,1,"0,4",Academic talent,0,"0,4",Medium cost,School 5547,Level 7,Low,99,0,0,0,Does not apply,Does not apply,Does not apply,2,0,0,1,0,1
24725,AD14,0,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,99,1213,0,0,30,Does not apply,1,1,0,Army/Navy scholarship,0,0,Public,School 3752,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
31219,AD16,0,Undergraduate,FEMALE,19,No information,No information,No information,No information,No information,Yes,Yes,Yes,TEC,Local,No information,No information,EHE-EAAD,ARQ,RM,"82,71",Does not apply ,0,6,,87,1,"1,08",0,No scholarship,0,0,High cost,School 7359,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
38636,AD15,0,High School,FEMALE,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,No,Yes,NO TEC,Local,No information,Does not apply,High school,PBB,RM,"90,5",1059,0,0,25,Does not apply,1,1,"0,3",Traditional,0,"0,299983682",High cost,School 1067,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
43272,AD18,0,High School,Male,15,Master degree,Received master degree,Master degree,Graduated from high school,No degree,No,No,No,TEC,Local,No information,Does not apply,High school,PBB,RO,"81,5",1192,0,0,,Does not apply,1,1,0,No scholarship,0,0,High cost,School 163,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
23222,AD15,0,High School,Male,15,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RO,75,598,0,0,,Does not apply,0,1,0,No scholarship,0,0,Low cost,School 35,No information,No information,,,,1,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
43041,AD17,0,Undergraduate,Female,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No information,EHE-EAAD,ARQ,RO,"95,77",1388,0,3,19,52,1,"1,25",0,No scholarship,0,0,Low cost,School 7786,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
48438,AD16,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,Yes,No information,Yes,TEC,Local,No information,No information,EIC,ITC,RM,"95,55",1448,0,6,,97.5,1,"1,25","0,9",Academic talent,0,"0,899996876",High cost,School 7371,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
61133,AD17,0,High School,Male,14,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,"85,6",1090,0,0,46,Does not apply,1,1,0,No scholarship,0,0,High cost,School 4665,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
49738,AD19,1,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,"Attended university, but did not graduate",No degree,Yes,Yes,No,TEC,Local,Urban,No,EN,NEG,RM,90,1350,0,7,,84.5,1,1,"0,25",Traditional,"0,25","0,5",High cost,School 7371,Level 6,Low,"90,33333333",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
71655,AD20,1,Undergraduate,Male,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EIC,IIT,RCS,"95,97",1390,0,7,36,48.08388101,1,"0,8","0,4",Academic talent,"0,2","0,6",Medium high cost,School 2290,Level 7,Low,98,0,0,0,Does not apply,Does not apply,Does not apply,2,0,0,1,0,1
